City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Bandarbeyla,SO,9.4942,50.8122,74.41,71,86,9.33,overcast clouds
347,Koslan,RU,63.4564,48.8989,-2.13,99,87,5.12,overcast clouds
348,Yingcheng,CN,30.95,113.55,37.47,63,100,7.61,overcast clouds
349,Mineral Wells,US,32.8085,-98.1128,49.05,31,0,8.05,clear sky
350,Panuco,MX,22.05,-98.1667,57.38,31,64,1.9,broken clouds
351,Sur,OM,22.5667,59.5289,71.47,55,0,7.02,clear sky
352,Auki,SB,-8.7676,160.7034,81.79,82,85,5.17,overcast clouds
353,Whyalla,AU,-33.0333,137.5833,76.12,42,100,11.63,overcast clouds
354,Umm Kaddadah,SD,13.6017,26.6876,58.8,19,73,16.96,broken clouds
355,Beyneu,KZ,45.3167,55.2,32.18,96,100,20.83,light snow
356,Morondava,MG,-20.2833,44.2833,79.95,78,100,12.26,overcast clouds
357,Bereda,ES,43.2686,-7.5406,44.91,94,2,4.03,clear sky
358,Basar,IN,27.9833,94.6667,43.39,98,56,1.81,broken clouds
359,Maple Creek,CA,49.9168,-109.4848,36.81,77,100,24.79,overcast clouds
360,San Quintin,MX,30.4833,-115.95,63.43,28,0,8.81,clear sky
361,Egvekinot,RU,66.3167,-179.1667,-10.25,87,10,13.35,clear sky
362,Mongo,TD,12.1844,18.693,71.35,17,3,7.92,clear sky
363,Beringovskiy,RU,63.05,179.3167,-11.27,94,48,14.07,scattered clouds
364,Laranjeiras Do Sul,BR,-25.4078,-52.4161,66.79,93,100,3.15,overcast clouds
365,Aswan,EG,24.0934,32.907,53.49,46,0,12.12,clear sky
366,New Castle,US,41.0037,-80.347,24.87,70,100,5.75,overcast clouds
367,Barillas,GT,15.8036,-91.3158,58.24,97,98,2.93,overcast clouds
368,Kilindoni,TZ,-7.9139,39.6668,79.66,76,100,9.62,overcast clouds
369,Cabedelo,BR,-6.9811,-34.8339,81.27,68,26,11.25,scattered clouds
370,Soe,ID,-9.8607,124.284,66.13,94,51,3.49,broken clouds
371,Hosakote,IN,14.2769,77.1699,70.65,67,86,6.98,overcast clouds
372,Santa Fe,AR,-31.6333,-60.7,79.02,51,41,15.01,scattered clouds
373,Luwuk,ID,-0.9516,122.7875,76.8,86,100,2.84,overcast clouds
374,East Stroudsburg,US,40.9995,-75.1813,27.05,65,9,13.06,clear sky
375,Bertoua,CM,4.5833,13.6833,73.09,22,36,2.89,scattered clouds
376,Kirakira,SB,-10.4544,161.9205,83.23,80,85,5.64,overcast clouds
377,Sanmenxia,CN,34.7747,111.1814,32.27,53,100,5.68,overcast clouds
378,Tuy Hoa,VN,13.0833,109.3,71.26,88,100,11.16,overcast clouds
379,Mineiros,BR,-17.5694,-52.5511,78.26,80,20,5.73,few clouds
380,Rio Tercero,AR,-32.173,-64.1141,73.45,39,67,18.7,broken clouds
381,Kiama,AU,-34.6833,150.8667,70.0,77,96,1.01,overcast clouds
382,Asau,RO,46.4333,26.4,34.39,88,86,1.25,overcast clouds
383,Pitimbu,BR,-7.4706,-34.8086,81.19,67,28,10.69,scattered clouds
384,Iquique,CL,-20.2208,-70.1431,71.76,71,22,7.72,few clouds
385,Brookhaven,US,31.5791,-90.4407,49.24,37,0,7.25,clear sky
386,Borba,BR,-4.3878,-59.5939,82.83,76,58,0.36,broken clouds
387,Yomou,GN,7.5603,-9.2653,76.59,36,12,2.08,few clouds
388,Poroshkovo,UA,48.6683,22.7533,29.44,99,88,0.49,overcast clouds
389,Okhotsk,RU,59.3833,143.3,-10.12,70,0,12.28,clear sky
390,Port Hedland,AU,-20.3167,118.5667,82.45,89,40,6.91,scattered clouds
391,Mocuba,MZ,-16.8392,36.9856,69.89,95,20,3.71,few clouds
392,Tshikapa,CD,-6.4167,20.8,72.66,84,76,0.92,broken clouds
393,Dilla,ET,6.41,38.31,66.74,36,99,3.09,overcast clouds
394,Xinqing,CN,48.2333,129.5,-13.67,100,93,3.06,overcast clouds
395,Asyut,EG,27.181,31.1837,51.84,53,0,7.34,clear sky
396,Daura,NG,11.5538,11.4085,65.41,27,0,12.53,clear sky
397,Sines,PT,37.9562,-8.8698,54.28,82,7,5.01,clear sky
398,Aleksandrovskoye,RU,44.7142,43.0008,23.14,73,7,11.23,clear sky
399,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.73,26,0,9.69,clear sky
400,Isagarh,IN,24.8333,77.8833,51.08,54,0,6.91,clear sky
401,Auch,FR,43.65,0.5833,44.26,90,1,1.99,clear sky
402,Riviere-Au-Renard,CA,48.9957,-64.3971,10.69,87,100,16.73,overcast clouds
403,Muros,ES,42.7762,-9.0603,52.23,71,0,13.13,clear sky
404,Kaeo,NZ,-35.1,173.7833,76.32,98,84,7.36,broken clouds
405,Tabuk,PH,17.4189,121.4443,69.06,90,99,4.21,overcast clouds
406,Ballina,AU,-28.8667,153.5667,63.79,95,96,20.04,light rain
407,Adre,TD,13.4667,22.2,62.74,17,12,16.62,few clouds
408,Kearney,US,40.6995,-99.0815,58.12,24,0,1.01,clear sky
409,Wake Forest,US,35.9799,-78.5097,45.19,35,0,1.99,clear sky
410,Portland,US,45.5234,-122.6762,52.84,78,75,1.01,broken clouds
411,Xaxim,BR,-26.9617,-52.5347,74.98,96,100,1.19,overcast clouds
412,Holme,DK,56.1138,10.1725,42.66,91,100,23.6,light rain
413,Rafai,CF,4.95,23.9167,71.22,28,64,3.18,broken clouds
414,Rawson,AR,-43.3002,-65.1023,62.67,44,0,11.03,clear sky
415,Noyabrsk,RU,63.1994,75.4507,-5.4,99,100,2.55,overcast clouds
416,Lavrentiya,RU,65.5833,-171.0,-16.85,93,10,10.0,clear sky
417,Clyde River,CA,70.4692,-68.5914,-22.05,84,100,5.01,overcast clouds
418,Codrington,AU,-38.2667,141.9667,58.44,80,44,9.57,scattered clouds
419,Christchurch,NZ,-43.5333,172.6333,57.9,91,100,1.99,moderate rain
420,Shache,CN,38.4167,77.2406,24.67,60,100,3.58,overcast clouds
421,Aranos,NA,-24.1333,19.1167,80.94,32,62,12.24,broken clouds
422,Cortez,US,37.3489,-108.5859,44.04,25,0,11.5,clear sky
423,Mount Isa,AU,-20.7333,139.5,74.97,41,0,0.0,clear sky
424,Alta Floresta,BR,-9.8756,-56.0861,76.8,92,100,2.48,moderate rain
425,Ginda,IN,30.6945,78.4932,36.28,40,31,6.29,scattered clouds
426,Lerwick,GB,60.1545,-1.1494,39.2,62,94,36.37,overcast clouds
427,Fujin,CN,47.26,132.0322,-7.6,93,20,8.41,few clouds
428,Oruro,BO,-17.9833,-67.15,59.81,34,86,8.37,overcast clouds
429,Benguela,AO,-12.5763,13.4055,76.53,70,100,4.81,overcast clouds
430,Atar,MR,20.5169,-13.0499,75.2,9,0,5.44,clear sky
431,Bambanglipuro,ID,-7.95,110.2833,61.61,85,89,3.09,overcast clouds
432,Karratha,AU,-20.7377,116.8463,83.89,72,93,7.96,overcast clouds
433,Sebeta,ET,8.9167,38.6167,56.01,26,7,2.19,clear sky
434,Ilinskiy,RU,55.619,38.1182,12.58,88,95,4.47,fog
435,Manggar,ID,-2.8833,108.2667,77.65,88,100,8.16,light rain
436,Zonguldak,TR,41.25,31.8333,30.34,75,2,5.79,clear sky
437,Manitouwadge,CA,49.1215,-85.8403,9.72,80,100,3.98,overcast clouds
438,Lang Suan,TH,9.9456,99.0785,76.42,87,48,4.72,scattered clouds
439,Brae,GB,60.3964,-1.353,39.11,59,100,36.8,overcast clouds
440,Aflao,TG,6.116,1.1914,81.7,75,0,9.53,clear sky
441,Narsaq,GL,60.9167,-46.05,3.42,72,23,7.27,few clouds
442,Dovers,VC,12.8833,-61.1833,77.74,70,5,12.82,clear sky
443,Balikpapan,ID,-1.2675,116.8289,77.99,100,20,3.44,few clouds
444,Nipawin,CA,53.3668,-104.0009,1.18,86,100,4.79,overcast clouds
445,Pemangkat,ID,1.1667,108.9667,77.79,87,95,6.58,overcast clouds
446,Simi,SL,9.5667,-12.35,79.81,39,15,5.12,few clouds
447,Yinchuan,CN,38.4681,106.2731,18.7,31,99,7.63,overcast clouds
448,Lata,PT,40.1629,-8.3327,51.06,80,0,4.07,clear sky
449,Phangnga,TH,8.4509,98.5298,80.64,88,96,3.67,overcast clouds
450,College,US,64.8569,-147.8028,10.29,81,100,0.0,overcast clouds
451,Batagay-Alyta,RU,67.8006,130.4114,-25.67,99,96,3.33,overcast clouds
452,Yar-Sale,RU,66.8333,70.8333,-12.66,100,78,2.98,broken clouds
453,Sobolevo,RU,54.4299,31.8996,30.78,96,100,11.83,light snow
454,Tilichiki,RU,60.4667,166.1,-6.38,79,23,8.16,few clouds
455,Vestmannaeyjar,IS,63.4427,-20.2734,29.46,65,90,9.42,overcast clouds
456,Simao,CN,22.7886,100.9748,50.95,98,93,3.33,overcast clouds
457,Kodiak,US,57.79,-152.4072,36.91,87,100,9.22,overcast clouds
458,Great Falls,US,47.5002,-111.3008,45.93,42,100,14.0,overcast clouds
459,Chimbarongo,CL,-34.7,-71.05,88.18,16,0,6.11,clear sky
460,Mwinilunga,ZM,-11.7358,24.4293,61.75,97,99,3.53,overcast clouds
461,Buchanan,LR,5.8808,-10.0467,78.76,83,56,6.4,broken clouds
462,Adrar,MR,20.5022,-10.0711,69.6,7,0,9.42,clear sky
463,Doka,SD,13.5167,35.7667,70.61,16,0,10.83,clear sky
464,San Bartolome De Tirajana,ES,27.9248,-15.5733,55.87,59,0,5.75,clear sky
465,Saiha,IN,22.4833,92.9667,53.33,99,91,0.43,overcast clouds
466,Borovoy,RU,55.4333,86.0833,11.48,67,0,4.47,clear sky
467,Ostrovnoy,RU,68.0531,39.5131,16.25,83,100,31.5,overcast clouds
468,Arman,RU,59.7,150.1667,-4.07,72,34,12.26,scattered clouds
469,Spearfish,US,44.4908,-103.8594,48.85,44,75,19.57,broken clouds
470,Perisani,RO,45.3833,24.4,34.32,83,25,7.43,scattered clouds
471,Tigil,RU,57.8,158.6667,5.43,84,51,5.77,broken clouds
472,Thunder Bay,CA,48.4001,-89.3168,17.29,84,100,12.66,overcast clouds
473,Sakaiminato,JP,35.55,133.2333,38.17,54,100,24.09,overcast clouds
474,Catuday,PH,16.2923,119.8062,75.09,72,83,12.91,broken clouds
475,Mezen,RU,65.8522,44.24,10.02,87,100,12.93,overcast clouds
476,Nuuk,GL,64.1835,-51.7216,9.21,61,100,6.91,light shower snow
477,San Agustin Acasaguastlan,GT,14.95,-89.9667,79.16,55,65,6.71,broken clouds
478,Jaffna,LK,9.6685,80.0074,76.87,78,79,13.4,broken clouds
479,Bubaque,GW,11.2833,-15.8333,78.33,69,2,12.57,clear sky
480,Tefe,BR,-3.3542,-64.7114,84.31,84,20,4.61,few clouds
481,Aksu,CN,41.1231,80.2644,23.97,58,92,6.02,overcast clouds
482,Juneau,US,58.3019,-134.4197,38.21,96,100,4.0,moderate rain
483,Nassjo,SE,57.6531,14.6968,32.92,89,92,13.91,light snow
484,Ercis,TR,39.0287,43.3586,17.2,78,2,5.37,clear sky
485,Santa Marta,CO,11.2408,-74.199,91.35,59,7,7.0,clear sky
486,Mitu,CO,1.1983,-70.1733,80.69,75,85,2.59,overcast clouds
487,Marfino,RU,55.7028,37.3822,12.15,84,100,6.71,overcast clouds
488,Biak,ID,-0.9131,122.8766,75.6,86,100,2.17,overcast clouds
489,Manokwari,ID,-0.8667,134.0833,77.58,77,100,4.32,overcast clouds
490,Huron,US,41.1501,-82.5499,25.02,70,100,7.11,overcast clouds
491,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,81,85,10.94,overcast clouds
492,Tierranueva,MX,21.6833,-100.5667,61.48,38,53,5.37,broken clouds
493,Broken Hill,AU,-31.95,141.4333,67.64,44,3,13.67,clear sky
494,Havelock,US,34.8791,-76.9013,48.18,51,2,3.0,clear sky
495,Ambanja,MG,-13.6833,48.45,72.3,91,100,2.93,light rain
496,Pangody,RU,65.85,74.4859,-18.4,100,100,2.24,overcast clouds
497,Vila Velha,BR,-20.3297,-40.2925,78.75,84,40,8.99,scattered clouds
498,Maniitsoq,GL,65.4167,-52.9,4.82,94,100,10.74,snow
499,Vao,NC,-22.6667,167.4833,79.99,86,38,10.33,scattered clouds
500,Anqing,CN,30.5092,117.0506,35.85,54,100,10.78,overcast clouds
501,Meaford,CA,44.6001,-80.583,20.08,59,82,2.62,broken clouds
502,Cabra,ES,37.4725,-4.4421,56.64,71,21,3.31,few clouds
503,Kupang,ID,-10.1667,123.5833,78.91,85,56,10.76,broken clouds
504,Bintulu,MY,3.1667,113.0333,76.03,94,100,3.83,light rain
505,Malokakhovka,UA,46.7814,33.4479,33.57,95,100,6.49,overcast clouds
506,Tezpur,IN,26.6333,92.8,52.93,93,18,1.86,few clouds
507,Bairiki,KI,1.3292,172.9752,84.2,74,20,13.8,few clouds
508,Krasnovishersk,RU,60.4078,57.082,4.17,98,64,3.36,broken clouds
509,Moanda,GA,-1.5575,13.2178,74.19,72,12,3.78,few clouds
510,Pallasovka,RU,50.05,46.8833,8.69,96,42,8.86,scattered clouds
511,Jodhpur,IN,26.2867,73.03,59.97,25,0,6.55,clear sky
512,Yekimovichi,RU,54.1129,33.2965,22.78,96,100,8.75,snow
513,Acapulco,MX,16.8634,-99.8901,84.02,70,0,11.5,clear sky
514,Zadar,HR,44.1197,15.2422,46.65,100,40,3.44,scattered clouds
515,Batticaloa,LK,7.7102,81.6924,75.94,75,82,7.02,broken clouds
516,Zavallya,UA,48.2135,30.0156,34.48,85,100,10.71,overcast clouds
517,Monrovia,LR,6.3005,-10.7969,78.57,83,13,8.28,few clouds
518,Mehran,IR,33.1222,46.1646,52.84,62,42,6.6,scattered clouds
519,Shahpur,IN,16.7,76.8333,71.67,30,38,6.35,scattered clouds
520,Peniche,PT,39.3558,-9.3811,55.62,81,0,15.39,clear sky
521,Kizukuri,JP,40.8061,140.3861,26.11,60,100,17.16,light snow
522,Billings,US,45.7833,-108.5007,46.29,44,100,20.71,overcast clouds
523,Vahan,AM,40.5755,45.3977,9.46,67,7,8.39,clear sky
524,Hovd,MN,48.0056,91.6419,-13.36,80,23,3.42,few clouds
525,Boksitogorsk,RU,59.474,33.8485,19.6,94,100,10.29,snow
526,Morehead,US,37.2711,-87.1764,31.14,64,0,1.99,clear sky
527,Zaykovo,RU,57.5613,62.7568,14.67,94,100,3.27,overcast clouds
528,Sungairaya,ID,0.7,108.9,76.57,92,97,6.73,overcast clouds
529,Esperance,AU,-33.8667,121.9,64.24,70,5,17.58,clear sky
530,Vostok,RU,46.4856,135.8833,-11.33,99,100,3.02,overcast clouds
531,Puerto Madryn,AR,-42.7692,-65.0385,65.35,38,0,11.43,clear sky
532,Surt,LY,31.2089,16.5887,61.75,40,9,6.71,clear sky
533,Katwijk,NL,52.1942,4.4222,46.98,89,100,30.31,overcast clouds
534,Kropotkin,RU,45.4375,40.5756,23.85,90,15,4.97,few clouds
535,Phan Thiet,VN,10.9333,108.1,71.42,72,91,7.36,overcast clouds
536,Ekhabi,RU,53.5102,142.9671,3.49,93,100,20.0,overcast clouds
537,Touros,BR,-5.1989,-35.4608,83.3,69,2,13.35,clear sky
538,Huanren,CN,41.2647,125.3667,6.31,97,100,1.5,overcast clouds
539,Falmouth,GB,50.1544,-5.0711,50.9,83,100,28.3,overcast clouds
540,Lysva,RU,58.1086,57.8053,19.94,89,100,10.78,overcast clouds
541,Paslek,PL,54.0616,19.6593,38.55,77,100,15.5,overcast clouds
542,Torrijos,ES,39.9819,-4.2835,51.85,61,5,8.81,clear sky
543,Altea,ES,38.5989,-0.0514,58.68,81,100,7.14,overcast clouds
544,Port-Gentil,GA,-0.7193,8.7815,79.68,81,12,11.63,few clouds
545,Lasa,IT,46.6166,10.7002,34.7,49,4,3.65,clear sky
546,San Rafael,AR,-34.6177,-68.3301,63.66,55,84,5.88,broken clouds
547,Port Shepstone,ZA,-30.7414,30.455,73.09,73,100,6.55,overcast clouds
548,Aklavik,CA,68.2191,-135.0107,-33.95,90,13,0.83,few clouds
549,Sassandra,CI,4.95,-6.0833,80.04,83,10,8.16,clear sky
550,Zheshart,RU,62.0731,49.5733,-0.04,98,35,5.21,scattered clouds
551,Chapais,CA,49.7834,-74.8492,-0.56,83,92,9.1,overcast clouds
552,Andilamena,MG,-17.0167,48.5833,66.79,96,100,13.06,overcast clouds
553,Pietersburg,ZA,-23.9045,29.4688,63.05,82,1,9.57,clear sky
554,Ilhabela,BR,-23.7781,-45.3581,78.13,90,100,5.37,overcast clouds
555,Grand Gaube,MU,-20.0064,57.6608,79.38,78,100,5.99,overcast clouds
556,Praia,CV,14.9215,-23.5087,72.14,64,0,16.11,clear sky
557,Poya,NC,-21.35,165.15,80.67,82,51,4.47,broken clouds
558,Salamiyah,SY,35.0113,37.0532,43.56,83,23,5.59,few clouds
559,Haukipudas,FI,65.1765,25.3523,25.14,93,100,12.08,overcast clouds
560,Storforshei,NO,66.4043,14.5233,34.66,94,99,8.55,light snow
561,Lorengau,PG,-2.0226,147.2712,81.0,76,74,6.73,broken clouds
562,Talaya,RU,61.3833,152.75,-38.09,97,37,2.06,scattered clouds
563,Haveli,PK,30.4502,73.6989,49.1,73,47,7.47,scattered clouds
564,Evensk,RU,61.95,159.2333,16.95,41,10,24.54,clear sky
565,Stornoway,GB,58.2093,-6.3865,34.93,88,40,4.0,scattered clouds
566,Quesnel,CA,52.9999,-122.5029,38.08,100,100,5.39,overcast clouds
567,Kaniama,CD,-7.5667,24.1833,65.52,95,89,2.35,light rain
568,Malpe,IN,13.35,74.7167,74.5,88,82,6.31,broken clouds
569,Chicomuselo,MX,15.7667,-92.2667,77.13,52,53,8.63,broken clouds
570,Teluknaga,ID,-6.0989,106.6381,81.63,94,40,15.01,scattered clouds
571,Gizo,SB,-8.103,156.8419,83.59,77,90,9.37,overcast clouds
572,Tromso,NO,69.6496,18.957,32.65,74,40,17.27,scattered clouds
573,Palmer,US,42.1584,-72.3287,24.48,55,20,1.99,few clouds
574,Shingu,JP,33.7333,135.9833,38.91,63,58,13.09,broken clouds
575,San Jacinto,US,33.7839,-116.9586,70.97,11,0,4.0,clear sky
576,General Roca,AR,-39.0333,-67.5833,79.2,26,0,7.36,clear sky
577,Svobody,RU,44.0256,43.0503,20.93,70,37,5.23,scattered clouds
578,Ihosy,MG,-22.4,46.1167,70.43,91,100,22.82,heavy intensity rain
579,Alexandria,EG,31.2156,29.9553,56.66,70,3,8.68,clear sky
580,Bam,IR,29.106,58.357,54.84,55,0,11.1,clear sky
581,Biltine,TD,14.5333,20.9167,65.46,16,2,19.19,clear sky
582,Maragogi,BR,-9.0122,-35.2225,79.68,65,57,10.36,broken clouds
583,Karakol,KG,42.4907,78.3936,7.9,57,9,9.33,clear sky
584,Corni,RO,47.65,26.5833,37.11,87,20,10.36,few clouds
585,Yarmouth,US,41.7057,-70.2286,27.34,61,0,11.5,clear sky
586,Usolye,RU,59.4268,56.6808,18.21,95,91,4.0,overcast clouds
587,Naze,JP,28.3667,129.4833,50.59,70,100,18.19,overcast clouds
588,Shelburne,CA,44.0787,-80.2041,16.59,53,58,3.2,broken clouds
589,Semnan,IR,35.5729,53.3971,38.66,54,7,5.26,clear sky
590,Dunedin,NZ,-45.8742,170.5036,56.8,82,48,5.99,scattered clouds
591,Nevers,FR,46.9167,3.3333,37.99,74,97,3.91,overcast clouds
592,Anjozorobe,MG,-18.4,47.8667,66.52,81,100,17.58,overcast clouds
593,Uray,RU,60.1247,64.7758,18.43,97,100,5.88,overcast clouds
594,Nyurba,RU,63.2842,118.3319,-25.22,100,70,3.04,broken clouds
595,Alice Springs,AU,-23.7,133.8833,56.75,88,0,4.61,clear sky
596,Gat,IL,31.61,34.7642,50.68,100,77,8.03,broken clouds
597,Iqaluit,CA,63.7506,-68.5145,-33.99,99,97,3.11,overcast clouds
598,Blagoyevo,RU,63.3667,47.9167,-0.98,98,55,4.38,broken clouds
599,Bugiri,UG,0.5714,33.7417,66.83,83,100,4.5,overcast clouds
600,Hasaki,JP,35.7333,140.8333,21.6,41,3,10.92,clear sky
601,Saint-Georges,GD,12.0564,-61.7485,78.8,71,16,11.36,few clouds
602,Balasesti,RO,46.1,27.6667,36.25,84,92,12.17,overcast clouds
603,Tchollire,CM,8.4022,14.1698,69.89,16,16,0.54,few clouds
604,Katete,UG,-0.7818,29.7544,65.57,71,100,5.23,overcast clouds
605,Makakilo City,US,21.3469,-158.0858,80.92,66,40,5.75,light rain
606,Fredericksburg,US,38.3032,-77.4605,38.03,42,0,1.99,clear sky
607,Haines Junction,CA,60.7522,-137.5108,29.8,93,100,5.3,overcast clouds
608,Houma,US,29.5958,-90.7195,51.01,41,0,11.5,clear sky
609,Wharton,US,29.3116,-96.1027,52.09,41,0,0.0,clear sky
610,Puerto Suarez,BO,-18.95,-57.8,82.96,89,75,4.61,broken clouds
611,Civita Castellana,IT,42.2952,12.4092,53.19,81,97,1.99,overcast clouds
612,Gboko,NG,7.3179,8.9951,80.83,14,7,7.74,clear sky
613,Labinsk,RU,44.6342,40.7356,14.97,87,12,7.25,few clouds
614,Waingapu,ID,-9.6567,120.2641,78.51,88,100,6.24,overcast clouds
615,Arlit,NE,18.7369,7.3853,62.74,14,0,5.88,clear sky
616,Vanimo,PG,-2.6741,141.3028,77.59,87,99,5.55,overcast clouds
617,Gidole,ET,5.65,37.3667,62.33,48,88,1.14,overcast clouds
618,Mwanza,TZ,-2.5167,32.9,65.41,85,90,0.43,overcast clouds
619,Grahamstown,ZA,-33.3042,26.5328,62.76,89,96,22.28,overcast clouds
620,Olinda,BR,-8.0089,-34.8553,83.93,61,0,8.05,clear sky
621,Cayenne,GF,4.9333,-52.3333,80.1,87,75,5.01,broken clouds
622,San Nicolas,PH,18.1725,120.5953,72.73,80,59,9.82,broken clouds
623,Campobello Di Licata,IT,37.2584,13.9183,52.09,83,100,4.94,overcast clouds
624,Huarmey,PE,-10.0681,-78.1522,76.21,71,12,12.82,few clouds
625,Aykhal,RU,66.0,111.5,-20.85,100,90,4.7,overcast clouds
626,Mariental,NA,-24.6333,17.9667,83.98,26,66,15.3,broken clouds
627,Price,US,39.5994,-110.8107,42.4,35,0,3.44,clear sky
628,Zemio,CF,5.0314,25.1361,75.76,23,100,3.89,overcast clouds
629,Gornopravdinsk,RU,60.05,69.9,17.35,98,100,3.13,overcast clouds
630,Khuzhir,RU,53.1939,107.3397,12.83,94,99,5.23,overcast clouds
631,Digby,CA,44.6169,-65.7655,21.58,84,100,19.91,light snow
632,Calvinia,ZA,-31.4707,19.776,79.95,31,6,3.44,clear sky
633,Trairi,BR,-3.2778,-39.2689,79.18,77,38,8.14,scattered clouds
634,Mindelo,CV,16.8901,-24.9804,71.15,68,20,23.02,few clouds
635,Valentin Gomez Farias,MX,28.2167,-106.5833,53.65,17,0,6.85,clear sky
636,Tamala,RU,52.541,43.2515,6.55,99,94,6.13,overcast clouds
637,Nantucket,US,41.2835,-70.0995,28.09,65,32,25.79,scattered clouds
638,Adana,TR,36.985,35.2881,44.62,81,0,0.0,mist
639,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,83,36,26.02,scattered clouds
640,Ilo,PE,-17.6394,-71.3375,72.01,73,1,6.8,clear sky
641,Acarau,BR,-2.8856,-40.12,80.2,78,18,12.84,few clouds
642,Kaifeng,CN,34.7911,114.3483,30.02,35,100,2.8,overcast clouds
643,Luganville,VU,-15.5333,167.1667,82.18,79,90,4.81,overcast clouds
644,Kalianget,ID,-7.05,113.9333,78.03,87,95,8.08,overcast clouds
645,Basco,PH,20.4487,121.9702,72.09,74,42,27.07,scattered clouds
646,Polis,CY,35.0367,32.4264,49.82,87,0,5.21,clear sky
647,Warmbad,NA,-28.45,18.7333,87.64,27,94,9.31,overcast clouds
648,Starogard Gdanski,PL,53.964,18.5264,37.89,100,100,15.61,overcast clouds
649,Ruidoso,US,33.3317,-105.673,39.34,35,0,9.22,clear sky
650,Svetlaya,RU,46.5389,138.3297,5.74,73,84,10.6,broken clouds
651,Puerto Leguizamo,CO,-0.1934,-74.7819,80.24,89,54,3.36,moderate rain
652,Ippy,CF,6.2679,21.2247,77.5,20,100,4.7,overcast clouds
653,Bom Jardim,BR,-7.7958,-35.5872,82.74,58,46,14.43,scattered clouds
654,Bonavista,CA,48.6499,-53.1147,44.11,99,100,6.02,snow
655,Varena,LT,54.2167,24.5667,34.45,95,100,12.12,overcast clouds
656,Itajai,BR,-26.9078,-48.6619,82.29,94,20,3.44,thunderstorm
657,Fare,PF,-16.7,-151.0167,81.5,72,21,19.44,light rain
658,Fortuna Foothills,US,32.6578,-114.4119,69.22,11,0,3.0,clear sky
659,Kimbe,PG,-5.5502,150.1429,79.07,85,100,2.46,overcast clouds
660,Maldonado,UY,-34.6667,-54.9167,70.99,73,65,12.73,broken clouds
661,Iranshahr,IR,27.2025,60.6848,61.14,31,0,6.91,clear sky
662,Abeokuta,NG,7.15,3.35,81.95,66,0,4.36,clear sky
663,Tamale,GH,9.4008,-0.8393,82.74,13,0,5.91,clear sky
664,Pogranichnyy,RU,44.4064,131.3769,-5.06,91,12,5.37,few clouds
665,Lewistown,US,40.5992,-77.5714,27.48,81,75,0.0,broken clouds
666,Xiaoshi,CN,41.2971,124.1209,5.02,97,52,2.53,broken clouds
667,Jasper,US,37.2001,-94.3502,42.35,37,0,5.01,clear sky
668,Wawa,NG,9.9022,4.4192,80.8,19,2,4.83,clear sky
669,Natal,BR,-5.795,-35.2094,83.05,69,20,13.8,few clouds
670,Carutapera,BR,-1.195,-46.02,76.51,92,100,7.99,overcast clouds
671,Dzhebariki-Khaya,RU,62.2167,135.8,-42.81,100,97,1.32,overcast clouds
672,Guano,EC,-1.5833,-78.6333,59.67,71,72,1.36,light rain
673,Frutal,BR,-20.0247,-48.9406,78.58,81,100,5.03,overcast clouds
674,Erenhot,CN,43.6475,111.9767,3.06,89,5,8.21,clear sky
675,Kintinku,TZ,-5.8833,35.2333,67.42,84,99,2.86,overcast clouds
676,Voh,NC,-20.9667,164.7,80.06,80,86,1.36,overcast clouds
677,Sainte-Suzanne,RE,-20.9061,55.6089,80.82,85,100,16.11,moderate rain
678,Yamada,JP,39.4667,141.95,23.94,67,11,6.11,few clouds
679,Fomboni,KM,-12.28,43.7425,82.47,75,93,16.82,overcast clouds
680,Hami,CN,42.8,93.45,26.26,29,100,11.07,overcast clouds
681,Sisimiut,GL,66.9395,-53.6735,0.55,78,100,14.43,overcast clouds
682,Aran,AZ,40.6253,46.9756,37.18,44,5,9.44,clear sky
683,Lamballe,FR,48.4676,-2.5144,47.35,86,98,1.01,overcast clouds
684,Tukrah,LY,32.5341,20.5791,54.63,72,2,14.63,clear sky
685,Bayan,CN,46.0833,127.4,-13.77,100,89,3.96,overcast clouds
686,Naberera,TZ,-4.2,36.9333,63.79,81,100,3.67,overcast clouds
687,Inuvik,CA,68.3499,-133.7218,-35.54,71,20,1.14,few clouds
688,Brantford,CA,43.1334,-80.2664,21.07,53,80,1.01,broken clouds
689,Odweyne,SO,9.4092,45.064,66.16,18,87,8.99,overcast clouds
690,Palmerston,AU,-12.486,130.9833,76.98,94,75,3.44,broken clouds
691,Khorramshahr,IR,30.4397,48.1664,55.36,67,0,6.91,clear sky
692,Caravelas,BR,-17.7125,-39.2481,77.45,80,100,9.13,overcast clouds
693,Akdagmadeni,TR,39.6603,35.8836,16.39,77,79,3.8,broken clouds
694,Qasigiannguit,GL,68.8193,-51.1922,5.25,80,100,6.82,overcast clouds
695,Sabang,ID,5.8933,95.3214,80.98,75,94,11.3,overcast clouds
696,Yenagoa,NG,4.9247,6.2642,80.08,75,1,6.22,clear sky
697,Kashi,CN,39.4547,75.9797,27.27,74,75,4.47,light shower snow
